channel,markov_removal_effect,shapley_value,markov_norm,shapley_norm,hybrid_score,allocated_budget,expected_response
Google_Ads,0.0761755031484374,93.39999999999998,0.6913708913936651,0.407949333915702,0.47880472328519275,62709.93,0.4332155381958662
Social_Media,0.0,72.15000000000003,0.0,0.31513430880104837,0.2363507316007863,26263.99,0.21925348282449464
Email,0.0340048705072756,63.400000000000006,0.3086291086063348,0.27691635728324965,0.28484454511402096,11026.08,0.28028526786096386
